"Timestamp","What do you enjoy playing in Generals Zero Hour?","Do you participate in Multiplayer leagues, tournaments or challenges?","What platform(s) do you use when playing Multiplayer?","Do you use any optional tools?","When playing a match in Singleplayer or Multiplayer, do you encounter any gameplay issues that are frustrating?","When playing a match in Multiplayer, do you encounter any faction (army) balancing issues that appear unfair?","All Community Mods aside, how happy are you with the overall state of original Zero Hour 1.04 Version?","If Electronic Arts (EA) was to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","If Community Users were to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","What patch changes would be be acceptable for you beyond fixes and improvements with mainly Multiplayer in mind?","If an original game feature is bugged and its use has been accepted as not cheating/exploiting, would you prefer the bug to be fixed, even if it meant the gameplay changed because of it?","If an original game feature is imbalanced and impossible to fix by just changing build cost and build time, would you prefer the imbalance to be fixed, even if it meant the gameplay changed because of it?","If Community Users would release and distribute a new patch with fixes and improvements, would you be concerned about its adoption success by the general Multiplayer population? (Player base split)","Would a new patch with fixes and improvements be an incentive for you to play more Multiplayer?","Here you can write anything that is on your mind related to this questionnaire. What do you find frustrating? What would you like to see improved?"
"2021/09/03 5:53:15 AM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, a few","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","No, same","Who are those guys who vote for new content in patch? Go play mods ffs."
"2021/09/03 9:49:32 AM GMT+2","Multiplayer","No","GameRanger","GenTool (latest);ControlBarPro","Yes, sometimes","Yes, a few","3","4","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes","Good luck and thank you for paying attention to the game"
"2021/09/03 7:34:30 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","","3","3","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","",""
"2021/09/04 5:03:28 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...);Other","No","Other","Other","Yes, sometimes","Yes, many","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes, a bit","Yes","revive unused units & added new units "
"2021/09/04 10:30:57 AM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin;Hamachi","","Yes, often","No","4","5","5","Ingame Interface changes;Audio and visual changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes","Yes","when playing multiplayer (lan)  we face (technical support error) many times and in many maps, also sometimes we cannot move units (mostly happens when create much units) ....  "
"2021/09/04 10:58:24 AM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (latest)","Yes, sometimes","Yes, many","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes","No","Yes",""
"2021/09/04 11:29:07 AM GMT+2","Mods (ROTR, Shockwave, Contra, ...);Other","No","Radmin;Hamachi;Other","GenTool (latest);Other","Yes, often","Yes, a few","3","4","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","Yes","As a long fan of the Series, I´m glad that the playerbase is still going strong, evern after all these years and EAs refusal to contribute to a servicable solution. Regarding changes, personally I´m a fan of balancing around multiplayer (More then 2 players on a map), improved unit movement and fun for the game. Not a big fan of balancing a game completly around the ""pro-level"",  1v1 tournaments and competetiveness though. 
That being said, every mechanic, unit, feature or anything that is unfun to play against, regardles of it being op or not should be considered for overhauling. 
That does not include the hard to catch Rocket Buggys, but forexample the ability of SCUD-launchers to enter Tunnel TSystems, or the sheer effectiveness of PDLs.
Thanks for spending time, effort and funds into a passion we are all sharing and I jope you will be rewarded accordingly one day."
"2021/09/04 10:30:09 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","","Yes",""
"2021/09/05 5:00:29 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest)","Yes, sometimes","Yes, a few","4","4","4","","Yes","No","Yes, a bit","Yes","I would love a patch with absolutely no balance changes (sorry vchina) but with a full overhaul of fixes.
Like making the ui upscaled to 4k (but unchanged otherwise),
Making scroll speed not tied to fps,
Making playing multiplayer much easier without mismatches or disconnect issues,
Maybe uncap fps for camera in singleplayer (I know all animations are 30fps but if multiplayer can run at higher fps I dont see why single cant.)

I am more unsure about gameplay bugs though. Like quads doing double damage when firing faster or double shotting with nukecannons. I know the game isnt perfectly balanced, but I would say its balanced enough, and there is a reason the pro scene hasnt already moved to an unofficial patch."
"2021/09/05 9:37:13 PM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;CNC Online (Revora)","Other","Yes, often","Yes, many","2","5","5","Audio and visual changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes","Yes","Technical errors are too frustrating. I would like EA or the community fix that bugs, in order to play with less ""vanilla bugs"" and improve the mod community. I hope that EA release a remaster or a remake of C&C ZH."
"2021/09/06 11:05:19 AM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","","No","Yes, many","1","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes, if the impact is small","Yes","No, same",""
"2021/09/06 7:47:36 PM GMT+2","Multiplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","3","5","2","Menu changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes","No, same",""
"2021/09/07 2:21:38 AM GMT+2","Multiplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","3","5","5","Menu changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","Yes",""
"2021/09/07 6:20:50 AM GMT+2","Multiplayer","No","Radmin","GenTool (latest);ControlBarPro","Yes, often","Yes, many","1","5","5","Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","Yes","xezone - make ZH great again with nrw patch! "
"2021/09/08 11:45:07 PM GMT+2","Multiplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, often","No","4","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","Yes","Mismatches are the most frustrating thing and the only thing that prevents me from playing at this point, but I don't see that being fixed in this patch.

I also wouldn't mind being able to zoom the camera out a little bit more... it's a bit claustrophobic, especially compared to any recent RTS."
"2021/09/10 7:25:57 AM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","GameRanger;Hamachi;Other","","Yes, sometimes","Yes, many","3","5","4","Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes","The closer the modification is to the original, the more successful it is.
Original would be good if there were not this huge amount of bugs
and imbalance..

Bugs like:
AI's Missile Defender Laserlock everything
AI's general Kassad produce demo bikes
Laser Defence Turret shoots far units
Maps don't functions with AI
Missing Cameos
etc..

Imbalance like:
Aurora Alpha
Nuke MIG
Pathfinders are extremely strong
Mini-Gunner are extremely strong vs air units
Not all function have tanks or long artillery units
Some armies are harder to play than others
etc..

If EA makes a patch, it would be a good idea to add navies to the game.. but EA will not."
"2021/09/10 11:12:59 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","Other","Yes, sometimes","No","4","4","5","Menu changes;Damage, Speed, Health changes for existing units, buildings and powers","Yes, if the impact is small","","","No, less",""
"2021/09/11 1:58:40 AM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, sometimes","Yes, a few","4","3","3","Damage, Speed, Health changes for existing units, buildings and powers","No","No","Yes","","Solving connectivity issues and trying to solidify the community on one platform, is more important than bugs or imbalances. 

There are a great number of skill levels and gametypes, and combined they are countless. people with no skill, (like me), should try  to improve every other aspect of the game before complaining about imbalance. The scope of a balance patch can and should therefore only optimize the game for 1v1 expert level play. I'll just be floating 15k in a defcon match and people will make their own new 'pro rules' eventually.

If a balance patch can not be forced for all players, then I think this could split
 the community and therefore is not worth the effort.

However i have no idea how or if it's possible to  improve connectivity. For me it's a miracle this game is still playable through the original menu's with revora while the gamespy service is long dead. This does tell me a lot is possible!"
"2021/09/12 5:32:07 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin;CNC Online (Revora)","GenTool (latest);GenPatcher","Yes, sometimes","No","3","4","4","Menu changes;Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","No","No, same",""
"2021/09/12 6:31:43 PM GMT+2","Multiplayer","No","CNC Online (Revora)","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","Yes, a few","3","5","5","Menu changes;Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers","Yes","Yes","Yes","No, same","Lags are frustrating. Maybe this can be improved. Also very with would be if maps with map.ini could be played without restart (when transfered)."
"2021/09/13 1:57:25 AM GMT+2","Multiplayer","No","GameRanger","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","Yes, a few","4","5","3","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers","No","No","Yes","No, same",""
"2021/09/13 6:33:30 AM GMT+2","Multiplayer","Yes","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, often","Yes, many","4","5","5","Menu changes;Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers","Yes, if the impact is small","Yes, if the impact is small","Yes","Yes",""
"2021/09/13 3:15:05 PM GMT+2","Multiplayer","No","GameRanger","Other","Yes, often","Yes, many","4","5","5","Audio and visual changes for existing units, buildings and powers","","No","Yes, a bit","No, same","Hmm, so basically we all love zh how it is but all are facing issues like dc and lag in game or even vs cpu and patch is really needed but the thing is i mean about me i dont like to see the game changed or something new added bcz if it added all players well play with this patch and i cant find lobbies then same with gentool bcz when i install gt the game keep crashing so bcz of that i cant join 40-50% of lobbies i think that’s it for me."
